Mode,Rho_Target,Rep,Lambda_Target_rps,Lambda_Achieved_rps,InterArrival_CV,Dispatched,Completed,Rejected,Success_Pct,Throughput_rps,Mean_Latency_ms,P99_ms,Nq_Semaphore_Mean,Nq_Semaphore_Max,Little_Nq_Check,Heap_Mean_MB,Heap_Max_MB,Threads_Mean,Threads_Max,GC_Collections,GC_Pause_Total_ms,GC_Pause_Mean_ms,Alloc_Rate_MB_s,Heap_Delta_MB
VT,0.95,7,754.05,755.30,2.699,22659,22659,0,100.0,755.30,77.27,149.64,10.46,71,10.78,114.6,167,132.0,132,29,228,7.86,3.77,43.00
PT,0.75,18,595.30,586.43,1.931,17593,17593,0,100.0,586.43,61.23,82.48,0.25,9,0.00,113.1,169,168.1,192,22,130,5.91,3.83,60.00
PT,0.50,20,396.87,399.70,1.715,11991,11991,0,100.0,399.70,60.34,74.94,0.00,0,0.00,116.3,169,157.2,169,15,100,6.67,3.83,15.00
PT,0.70,1,555.61,558.70,2.026,16761,16761,0,100.0,558.70,62.35,81.37,0.14,9,0.00,114.0,171,165.2,177,21,159,7.57,3.90,15.00
PT,0.70,6,555.61,557.40,2.011,16722,16722,0,100.0,557.40,62.11,78.81,0.12,5,0.00,116.3,164,167.6,180,21,152,7.24,3.67,36.00
VT,0.80,20,634.99,631.97,2.351,18959,18959,0,100.0,631.97,63.48,83.83,0.52,13,0.31,115.6,166,132.0,132,24,220,9.17,3.73,25.00
VT,0.80,2,634.99,636.67,2.429,19100,19100,0,100.0,636.67,63.89,84.24,0.27,10,0.57,115.6,170,132.0,132,24,206,8.58,3.87,36.00
PT,1.05,19,833.42,835.70,2.045,25071,25071,0,100.0,835.70,1762.88,2649.12,1335.29,1953,1420.59,121.8,176,1544.7,2145,30,266,8.87,4.07,85.00
VT,0.50,20,396.87,393.30,1.973,11799,11799,0,100.0,393.30,62.38,71.63,0.00,0,0.00,119.0,171,132.0,132,16,85,5.31,3.90,75.00
VT,0.80,15,634.99,630.73,2.444,18922,18922,0,100.0,630.73,63.81,82.63,0.38,12,0.51,112.3,169,132.0,132,24,184,7.67,3.83,25.00
PT,0.80,15,634.99,630.27,2.057,18908,18908,0,100.0,630.27,61.66,82.92,0.49,13,0.00,116.1,169,173.1,189,24,131,5.46,3.83,27.00
VT,0.50,13,396.87,396.70,2.030,11901,11901,0,100.0,396.70,63.30,72.21,0.00,0,0.12,116.3,167,132.0,132,14,96,6.86,3.77,97.00
PT,0.50,5,396.87,400.87,1.711,12026,12026,0,100.0,400.87,60.30,75.34,0.00,0,0.00,116.8,172,156.9,170,15,115,7.67,3.93,19.00
VT,0.70,18,555.61,558.07,2.208,16742,16742,0,100.0,558.07,61.38,75.56,0.09,6,0.00,114.1,170,132.0,132,21,140,6.67,3.87,22.00
VT,0.95,10,754.05,750.93,2.638,22528,22528,0,100.0,750.93,74.89,154.46,8.74,84,8.93,114.0,161,132.0,132,29,228,7.86,3.57,37.00
PT,0.65,14,515.93,522.03,1.937,15661,15661,0,100.0,522.03,61.40,77.29,0.00,0,0.00,120.4,168,165.7,179,19,111,5.84,3.80,87.00
PT,1.05,17,833.42,834.17,2.182,25025,25025,0,100.0,834.17,1557.04,2581.62,1167.59,2046,1246.28,125.9,185,1376.1,2186,30,245,8.17,4.37,62.00
VT,0.30,2,238.12,237.33,1.559,7120,7120,0,100.0,237.33,62.17,67.80,0.00,0,0.00,113.1,171,133.0,134,10,44,4.40,3.90,101.00
PT,0.65,6,515.93,507.17,1.971,15215,15215,0,100.0,507.17,62.07,78.61,0.11,15,0.00,100.4,143,168.0,187,19,146,7.68,2.97,43.00
VT,1.05,7,833.42,832.00,2.711,24960,24960,0,100.0,832.00,548.95,1030.33,394.83,774,404.32,117.5,167,133.2,134,35,226,6.46,3.77,67.00
VT,0.75,15,595.30,589.10,2.374,17673,17673,0,100.0,589.10,63.68,80.24,0.03,2,0.40,119.4,168,132.0,132,22,186,8.45,3.80,99.00
PT,0.60,3,476.24,481.43,1.883,14443,14443,0,100.0,481.43,60.42,74.99,0.00,0,0.00,113.9,171,160.6,170,18,109,6.06,3.90,34.00
VT,0.80,19,634.99,629.17,2.404,18875,18875,0,100.0,629.17,63.43,82.16,0.38,7,0.28,114.9,168,132.0,132,24,187,7.79,3.80,38.00
PT,0.60,4,476.24,475.10,1.847,14253,14253,0,100.0,475.10,60.58,75.73,0.00,0,0.00,119.0,170,160.1,180,17,119,7.00,3.87,114.00
VT,0.70,9,555.61,561.90,2.279,16857,16857,0,100.0,561.90,62.75,79.81,0.13,10,0.00,116.0,172,132.0,132,21,155,7.38,3.93,32.00
PT,0.30,6,238.12,233.93,1.425,7018,7018,0,100.0,233.93,59.79,67.77,0.00,0,0.00,118.5,170,146.5,156,9,31,3.44,3.87,3.00
PT,0.80,4,634.99,638.93,2.074,19168,19168,0,100.0,638.93,62.78,90.79,0.77,20,0.00,115.1,171,176.2,190,24,152,6.33,3.93,39.00
PT,0.60,2,476.24,477.90,1.944,14337,14337,0,100.0,477.90,61.46,75.84,0.01,1,0.00,119.2,171,161.1,175,17,106,6.24,3.90,108.00
PT,0.95,15,754.05,756.03,2.274,22681,22681,0,100.0,756.03,83.27,158.25,15.26,80,15.33,120.6,171,198.3,262,29,198,6.83,3.90,94.00
VT,0.95,12,754.05,755.43,2.593,22663,22663,0,100.0,755.43,66.46,96.73,4.31,37,2.62,119.1,170,132.1,133,29,117,4.03,3.87,59.00
PT,0.75,2,595.30,595.63,2.054,17869,17869,0,100.0,595.63,62.28,82.45,0.32,12,0.00,112.1,170,172.9,193,22,114,5.18,3.87,59.00
VT,0.95,20,754.05,751.70,2.564,22551,22551,0,100.0,751.70,70.80,118.75,5.99,37,5.87,118.0,173,132.8,133,29,208,7.17,3.97,58.00
VT,0.75,16,595.30,602.07,2.326,18062,18062,0,100.0,602.07,63.08,81.41,0.15,7,0.05,121.1,172,132.0,132,22,184,8.36,3.93,87.00
VT,0.60,20,476.24,480.73,2.127,14422,14422,0,100.0,480.73,61.84,73.55,0.00,0,0.00,116.1,169,132.0,132,18,123,6.83,3.83,26.00
PT,0.65,13,515.93,511.23,1.973,15337,15337,0,100.0,511.23,61.23,77.04,0.01,1,0.00,107.0,145,163.0,180,19,124,6.53,3.03,48.00
PT,0.85,14,674.67,669.83,2.080,20095,20095,0,100.0,669.83,63.51,90.48,0.94,20,0.34,114.5,169,177.4,206,25,142,5.68,3.83,78.00
PT,0.70,7,555.61,550.97,1.994,16529,16529,0,100.0,550.97,61.69,78.23,0.00,0,0.00,116.7,170,169.1,181,20,134,6.70,3.87,108.00
PT,0.70,13,555.61,555.53,1.961,16666,16666,0,100.0,555.53,61.37,79.12,0.19,12,0.00,113.2,164,164.9,176,21,143,6.81,3.67,15.00
VT,0.60,8,476.24,475.63,2.046,14269,14269,0,100.0,475.63,60.76,71.78,0.00,0,0.00,119.3,170,132.0,132,18,109,6.06,3.87,10.00
PT,0.50,2,396.87,395.47,1.731,11864,11864,0,100.0,395.47,60.10,74.18,0.00,0,0.00,115.4,171,156.8,177,15,84,5.60,3.90,38.00
VT,0.65,15,515.93,510.47,2.226,15314,15314,0,100.0,510.47,63.01,78.55,0.00,0,0.01,130.6,171,132.0,132,19,164,8.63,3.90,45.00
PT,1.05,3,833.42,838.70,2.158,25161,25161,0,100.0,838.70,1750.43,2804.02,1323.58,2098,1415.26,124.2,198,1520.0,2259,30,235,7.83,4.80,140.00
PT,0.75,10,595.30,596.03,2.013,17881,17881,0,100.0,596.03,61.80,84.94,0.40,15,0.00,118.4,176,172.8,186,23,143,6.22,4.07,92.00
PT,0.70,11,555.61,552.67,1.987,16580,16580,0,100.0,552.67,61.99,77.98,0.03,2,0.00,114.3,175,169.1,184,20,119,5.95,4.03,33.00
PT,1.05,11,833.42,833.20,2.169,24996,24996,0,100.0,833.20,1635.14,2561.23,1229.45,2033,1309.91,125.7,191,1433.8,2215,30,240,8.00,4.57,56.00
VT,0.95,16,754.05,759.33,2.669,22780,22780,0,100.0,759.33,80.31,172.09,13.02,93,13.15,121.8,180,132.0,132,29,237,8.17,4.20,73.00
PT,0.30,5,238.12,238.50,1.466,7155,7155,0,100.0,238.50,60.56,68.34,0.00,0,0.00,115.4,171,146.9,162,8,36,4.50,3.90,104.00
PT,1.05,1,833.42,830.70,2.154,24921,24921,0,100.0,830.70,1482.19,2541.29,1100.72,1921,1178.92,123.3,171,1299.8,2096,31,210,6.77,3.93,67.00
PT,0.95,7,754.05,754.47,2.253,22634,22634,0,100.0,754.47,77.40,148.04,11.05,76,10.87,127.4,194,192.3,236,23,125,5.43,4.67,78.00
PT,0.50,16,396.87,408.17,1.798,12245,12245,0,100.0,408.17,61.06,75.16,0.00,0,0.00,123.0,178,157.7,173,16,109,6.81,4.13,67.00
PT,0.60,12,476.24,481.67,1.910,14450,14450,0,100.0,481.67,61.62,77.64,0.00,0,0.00,115.4,169,164.8,178,17,117,6.88,3.83,81.00
VT,0.30,9,238.12,233.63,1.549,7009,7009,0,100.0,233.63,62.48,68.27,0.00,0,0.00,117.1,171,132.0,132,8,28,3.50,3.90,50.00
VT,0.85,7,674.67,675.37,2.450,20261,20261,0,100.0,675.37,63.35,83.66,0.74,14,0.24,123.3,167,132.0,132,25,171,6.84,3.80,96.00
VT,0.60,1,476.24,479.70,2.134,14391,14391,0,100.0,479.70,62.01,73.92,0.00,0,0.00,112.3,168,132.0,132,17,116,6.82,3.80,118.00
PT,0.70,17,555.61,559.97,1.929,16799,16799,0,100.0,559.97,61.40,79.49,0.22,9,0.00,115.5,170,166.9,185,21,116,5.52,3.87,45.00
VT,0.50,10,396.87,393.80,1.952,11814,11814,0,100.0,393.80,62.12,71.72,0.00,0,0.00,113.5,170,132.0,132,14,81,5.79,3.87,94.00
PT,0.75,19,595.30,598.57,2.099,17957,17957,0,100.0,598.57,62.46,83.57,0.33,9,0.00,113.5,165,172.0,190,22,141,6.41,3.70,92.00
PT,0.65,5,515.93,516.80,1.953,15504,15504,0,100.0,516.80,62.18,77.87,0.08,10,0.00,121.9,156,165.4,186,19,143,7.53,3.40,75.00
PT,0.70,18,555.61,558.73,1.950,16762,16762,0,100.0,558.73,61.78,79.95,0.29,13,0.00,112.1,168,170.9,195,20,135,6.75,3.80,113.00
PT,0.80,13,634.99,632.33,2.099,18970,18970,0,100.0,632.33,62.89,85.84,0.46,13,0.00,116.2,169,174.2,194,24,155,6.46,3.83,34.00
PT,0.80,14,634.99,632.50,2.059,18975,18975,0,100.0,632.50,63.18,89.38,0.61,17,0.12,118.4,164,174.3,185,24,156,6.50,3.67,27.00
PT,0.80,9,634.99,635.80,1.982,19074,19074,0,100.0,635.80,62.38,94.79,1.00,20,0.00,120.0,170,173.8,200,24,188,7.83,3.87,97.00
VT,0.50,19,396.87,398.43,1.932,11953,11953,0,100.0,398.43,61.65,71.37,0.00,0,0.00,114.3,170,133.2,134,14,97,6.93,3.87,108.00
VT,1.05,3,833.42,826.50,2.896,24795,24795,0,100.0,826.50,1033.51,1671.62,767.34,1297,802.13,119.4,170,132.7,134,35,243,6.94,3.87,71.00
PT,0.75,14,595.30,593.93,1.993,17818,17818,0,100.0,593.93,61.91,84.26,0.41,12,0.00,120.7,171,170.5,194,22,148,6.73,3.90,95.00
PT,1.05,12,833.42,835.90,2.085,25077,25077,0,100.0,835.90,1670.79,2484.79,1271.83,1866,1343.96,116.8,169,1471.4,2011,30,238,7.93,3.83,122.00
PT,0.70,8,555.61,554.17,2.007,16625,16625,0,100.0,554.17,62.31,78.04,0.12,11,0.00,122.7,172,169.0,181,23,158,6.87,3.93,30.00
PT,0.85,2,674.67,664.23,2.045,19927,19927,0,100.0,664.23,64.79,101.04,1.71,28,1.20,117.6,171,180.2,203,25,175,7.00,3.90,103.00
PT,0.50,6,396.87,394.60,1.757,11838,11838,0,100.0,394.60,60.93,74.87,0.00,0,0.00,115.0,170,157.3,169,14,84,6.00,3.87,113.00
PT,0.50,15,396.87,403.90,1.792,12117,12117,0,100.0,403.90,60.63,75.04,0.00,0,0.00,116.9,171,158.0,165,15,110,7.33,3.93,38.00
VT,0.50,16,396.87,395.83,1.978,11875,11875,0,100.0,395.83,62.24,71.62,0.00,0,0.00,117.8,172,132.0,132,14,89,6.36,3.93,98.00
VT,0.95,9,754.05,756.80,2.650,22704,22704,0,100.0,756.80,76.33,155.10,9.13,60,10.10,116.4,169,132.0,132,29,227,7.83,3.83,43.00
VT,1.05,1,833.42,827.03,2.734,24811,24811,0,100.0,827.03,618.40,1090.79,446.74,833,459.34,119.1,195,132.0,132,32,244,7.63,4.70,53.00
PT,0.80,11,634.99,634.80,2.072,19044,19044,0,100.0,634.80,63.43,91.72,1.03,14,0.27,121.3,176,173.9,191,25,200,8.00,4.07,56.00
