Mode,Rho_Target,Rep,Lambda_Target_rps,Lambda_Achieved_rps,InterArrival_CV,Dispatched,Completed,Rejected,Success_Pct,Throughput_rps,Mean_Latency_ms,P99_ms,Nq_Hikari_Mean,Nq_Hikari_Max,Little_Nq_Check,Heap_Mean_MB,Heap_Max_MB,Threads_Mean,Threads_Max,GC_Collections,GC_Pause_Total_ms,GC_Pause_Mean_ms,Alloc_Rate_MB_s,Heap_Delta_MB
PT,0.80,5,733.96,742.33,2.200,22270,22270,0,100.0,742.33,83.48,213.10,14.57,98,21.52,97.1,145,199.0,261,10,28.00,2.80,3.27,81.00
VT,0.95,14,871.58,876.30,2.689,26289,26289,0,100.0,876.30,3055.25,6710.24,2374.11,3401,2629.56,102.4,139,138.0,138,15,104.00,6.93,3.10,76.00
VT,0.70,12,642.22,644.13,2.495,19324,19324,0,100.0,644.13,59.71,89.84,0.61,22,3.36,97.4,146,138.0,138,11,16.00,1.45,3.33,24.00
PT,0.80,10,733.96,727.37,2.243,21821,21821,0,100.0,727.37,84.87,216.66,15.39,96,22.09,101.2,144,201.2,266,18,57.00,3.17,3.27,4.00
PT,0.70,15,642.22,645.83,2.250,19375,19375,0,100.0,645.83,59.17,104.29,0.64,29,3.01,99.6,147,172.0,207,11,19.00,1.73,3.37,24.00
PT,0.85,19,779.83,773.80,2.246,23214,23214,0,100.0,773.80,151.11,374.34,64.81,238,74.76,95.6,147,253.3,377,9,22.00,2.44,3.37,22.00
VT,0.70,11,642.22,645.57,2.492,19367,19367,0,100.0,645.57,68.28,194.53,5.01,89,8.90,100.3,146,138.0,138,6,17.00,2.83,3.33,98.00
VT,0.60,11,550.47,550.93,2.354,16528,16528,0,100.0,550.93,57.80,79.80,0.00,0,1.82,97.1,145,138.0,138,5,8.00,1.60,3.27,78.00
VT,0.50,14,458.73,458.03,2.107,13741,13741,0,100.0,458.03,55.28,70.10,0.00,0,0.36,95.8,141,138.0,138,4,6.00,1.50,3.13,84.00
PT,0.60,10,550.47,555.93,2.131,16678,16678,0,100.0,555.93,57.53,80.82,0.00,0,1.68,99.9,147,165.1,180,11,30.00,2.73,3.37,37.00
VT,0.95,7,871.58,863.27,2.710,25898,25898,0,100.0,863.27,3377.73,6346.64,2464.00,4161,2868.84,97.7,137,138.0,138,15,87.00,5.80,3.00,65.00
PT,0.75,18,688.09,683.53,2.262,20506,20506,0,100.0,683.53,62.63,105.92,1.50,26,5.56,96.7,145,177.8,213,17,39.00,2.29,3.30,84.00
PT,0.50,20,458.73,462.80,2.071,13884,13884,0,100.0,462.80,54.92,71.45,0.00,0,0.19,102.7,147,160.1,178,13,18.00,1.38,3.33,78.00
PT,0.70,1,642.22,640.10,2.225,19203,19203,0,100.0,640.10,60.54,91.61,0.47,25,3.87,102.1,147,170.2,196,14,29.00,2.07,3.33,5.00
PT,0.70,6,642.22,645.97,2.256,19379,19379,0,100.0,645.97,60.40,93.09,0.60,24,3.81,98.3,147,168.3,199,10,26.00,2.60,3.37,80.00
VT,0.80,20,733.96,736.50,2.696,22095,22095,0,100.0,736.50,160.21,486.65,66.79,301,77.86,97.7,146,138.8,139,8,36.00,4.50,3.30,66.00
VT,0.80,2,733.96,737.50,2.624,22125,22125,0,100.0,737.50,138.63,435.42,54.63,289,62.04,96.2,147,138.9,139,8,17.00,2.13,3.33,48.00
PT,1.05,19,963.32,956.23,2.034,28687,28687,0,100.0,956.23,4773.03,10276.12,3928.14,5623,4512.02,100.1,145,4158.2,5794,8,48.00,6.00,3.30,52.00
VT,0.50,20,458.73,452.53,2.156,13576,13576,0,100.0,452.53,55.89,71.66,0.00,0,0.63,96.8,145,138.2,139,4,22.00,5.50,3.30,79.00
VT,0.80,15,733.96,736.13,2.602,22084,22084,0,100.0,736.13,125.39,362.58,43.23,239,52.19,95.7,143,138.0,138,8,23.00,2.88,3.23,65.00
PT,0.80,15,733.96,721.33,2.239,21640,21640,0,100.0,721.33,69.24,152.25,5.81,80,10.63,95.9,147,182.8,243,11,23.00,2.09,3.33,63.00
VT,0.50,13,458.73,460.23,2.214,13807,13807,0,100.0,460.23,55.89,71.36,0.01,1,0.64,93.4,139,138.0,138,4,14.00,3.50,3.07,80.00
PT,0.50,5,458.73,460.53,2.023,13816,13816,0,100.0,460.53,57.49,79.04,0.00,0,1.38,95.6,147,160.3,173,11,20.00,1.82,3.33,28.00
VT,0.70,18,642.22,640.33,2.582,19210,19210,0,100.0,640.33,59.40,91.10,0.26,8,3.14,97.3,143,139.0,139,6,19.00,3.17,3.20,87.00
VT,0.95,10,871.58,877.50,2.800,26325,26325,0,100.0,877.50,3237.71,6143.65,2334.19,4309,2793.27,102.9,141,138.9,139,12,98.00,8.17,3.17,73.00
PT,0.65,14,596.34,593.13,2.177,17794,17794,0,100.0,593.13,58.68,85.47,0.27,13,2.48,93.9,141,170.0,202,12,29.00,2.42,3.17,22.00
PT,1.05,17,963.32,963.60,2.026,28908,28908,0,100.0,963.60,4851.73,9999.91,3957.26,5818,4622.61,96.7,147,4188.5,5984,8,50.00,6.25,3.33,41.00
VT,0.30,2,275.24,274.67,1.735,8240,8240,0,100.0,274.67,55.11,64.15,0.00,0,0.17,100.0,147,138.0,138,2,4.00,2.00,3.33,90.00
PT,0.65,6,596.34,597.13,2.178,17914,17914,0,100.0,597.13,58.60,81.75,0.19,10,2.45,93.9,143,171.7,193,4,10.00,2.50,3.20,69.00
VT,1.05,7,963.32,960.33,2.823,28810,28810,0,100.0,960.33,5136.07,10557.51,3992.36,6327,4880.00,110.7,147,138.0,138,21,127.00,6.05,3.33,54.00
VT,0.75,15,688.09,691.30,2.653,20739,20739,0,100.0,691.30,71.22,310.22,8.90,173,11.56,98.6,147,138.0,138,11,20.00,1.82,3.33,83.00
PT,0.60,3,550.47,549.87,2.182,16496,16496,0,100.0,549.87,57.88,83.45,0.00,0,1.86,93.8,141,169.1,188,20,34.00,1.70,3.13,11.00
VT,0.80,19,733.96,734.80,2.582,22044,22044,0,100.0,734.80,142.05,508.44,55.82,324,64.33,99.0,144,138.0,138,16,48.00,3.00,3.23,71.00
PT,0.60,4,550.47,547.17,2.155,16415,16415,0,100.0,547.17,57.83,80.79,0.07,5,1.83,98.2,143,166.0,185,17,28.00,1.65,3.20,1.00
VT,0.70,9,642.22,642.87,2.575,19286,19286,0,100.0,642.87,58.03,89.79,0.43,15,2.27,92.3,140,138.0,138,11,27.00,2.45,3.10,37.00
PT,0.30,6,275.24,268.63,1.673,8059,8059,0,100.0,268.63,54.74,65.37,0.00,0,0.06,89.6,139,150.8,158,13,26.00,2.00,3.07,44.00
PT,0.80,4,733.96,740.57,2.191,22217,22217,0,100.0,740.57,72.32,187.80,7.31,99,13.20,92.4,137,188.5,277,15,34.00,2.27,3.00,13.00
PT,0.60,2,550.47,548.17,2.115,16445,16445,0,100.0,548.17,58.66,82.67,0.01,1,2.28,91.6,137,163.0,175,11,25.00,2.27,3.00,31.00
PT,0.95,15,871.58,875.83,2.109,26275,26275,0,100.0,875.83,2220.25,5177.35,1755.54,2580,1896.84,93.5,137,1960.5,2760,8,28.00,3.50,3.00,3.00
VT,0.95,12,871.58,872.23,2.785,26167,26167,0,100.0,872.23,2797.71,6021.54,2048.12,3691,2392.72,93.9,133,138.0,138,18,123.00,6.83,2.87,59.00
PT,0.75,2,688.09,688.53,2.255,20656,20656,0,100.0,688.53,60.13,94.13,0.74,24,3.88,96.2,142,177.1,211,18,46.00,2.56,3.17,7.00
VT,0.95,20,871.58,865.83,2.812,25975,25975,0,100.0,865.83,3638.26,7086.74,2700.91,4344,3102.94,100.8,137,138.0,138,22,112.00,5.09,3.00,76.00
VT,0.75,16,688.09,685.83,2.614,20575,20575,0,100.0,685.83,63.96,152.05,2.63,60,6.49,91.0,136,138.0,138,12,31.00,2.58,2.97,20.00
VT,0.60,20,550.47,550.67,2.378,16520,16520,0,100.0,550.67,58.44,81.21,0.00,0,2.17,98.5,141,138.0,138,10,48.00,4.80,3.13,15.00
PT,0.65,13,596.34,595.43,2.180,17863,17863,0,100.0,595.43,60.26,109.67,0.68,40,3.43,90.1,135,171.2,197,21,44.00,2.10,2.93,45.00
PT,0.85,14,779.83,780.00,2.282,23400,23400,0,100.0,780.00,130.08,298.12,50.35,170,58.95,94.4,139,234.1,335,10,38.00,3.80,3.07,23.00
PT,0.70,7,642.22,648.17,2.177,19445,19445,0,100.0,648.17,62.20,121.06,1.69,29,4.99,90.7,139,177.1,209,9,26.00,2.89,3.07,11.00
PT,0.70,13,642.22,645.50,2.190,19365,19365,0,100.0,645.50,59.98,88.87,0.60,21,3.54,96.6,137,169.8,188,10,27.00,2.70,3.00,95.00
VT,0.60,8,550.47,556.87,2.434,16706,16706,0,100.0,556.87,58.06,82.60,0.01,1,1.98,95.3,139,138.0,138,6,18.00,3.00,3.07,23.00
PT,0.50,2,458.73,462.93,2.054,13888,13888,0,100.0,462.93,57.57,78.34,0.00,0,1.42,94.7,137,160.2,175,12,17.00,1.42,3.00,0.00
VT,0.65,15,596.34,595.43,2.474,17863,17863,0,100.0,595.43,58.66,84.99,0.24,9,2.48,90.2,135,138.0,138,6,12.00,2.00,2.93,71.00
PT,1.05,3,963.32,968.03,2.041,29041,29041,0,100.0,968.03,4335.14,8888.81,3484.90,5441,4143.80,95.1,142,3716.1,5588,9,52.00,5.78,3.17,18.00
PT,0.75,10,688.09,684.90,2.204,20547,20547,0,100.0,684.90,61.96,104.13,1.52,38,5.11,93.5,135,175.0,202,4,11.00,2.75,2.93,79.00
PT,0.70,11,642.22,647.17,2.215,19415,19415,0,100.0,647.17,59.28,93.43,0.60,16,3.09,95.4,141,169.5,198,5,13.00,2.60,3.13,59.00
PT,1.05,11,963.32,959.80,2.038,28794,28794,0,100.0,959.80,4208.40,9573.42,3418.63,5295,3986.91,98.7,140,3647.3,5459,8,36.00,4.50,3.10,29.00
VT,0.95,16,871.58,866.33,2.667,25990,25990,0,100.0,866.33,2981.01,5763.33,2218.73,3577,2535.33,94.1,133,138.2,139,13,86.00,6.62,2.87,70.00
PT,0.30,5,275.24,277.87,1.653,8336,8336,0,100.0,277.87,54.86,63.38,0.00,0,0.10,91.9,139,151.9,161,8,16.00,2.00,3.07,60.00
PT,1.05,1,963.32,970.23,2.079,29107,29107,0,100.0,970.23,4392.49,9028.68,3526.49,5582,4208.86,96.8,142,3756.0,5758,9,55.00,6.11,3.20,16.00
PT,0.95,7,871.58,876.27,2.181,26288,26288,0,100.0,876.27,2347.45,5511.28,1827.64,2893,2009.23,97.7,140,2038.6,3075,6,29.00,4.83,3.10,54.00
PT,0.50,16,458.73,460.53,2.079,13816,13816,0,100.0,460.53,56.53,77.63,0.00,0,0.94,94.7,141,156.9,172,3,9.00,3.00,3.13,21.00
PT,0.60,12,550.47,545.47,2.208,16364,16364,0,100.0,545.47,56.54,79.12,0.00,0,1.11,95.3,139,160.9,178,4,10.00,2.50,3.10,87.00
VT,0.30,9,275.24,274.87,1.749,8246,8246,0,100.0,274.87,55.27,63.89,0.00,0,0.21,95.3,139,138.0,138,3,6.00,2.00,3.07,6.00
VT,0.85,7,779.83,777.30,2.722,23319,23319,0,100.0,777.30,1106.30,2201.70,759.61,1597,817.56,95.9,134,138.0,138,10,51.00,5.10,2.90,28.00
VT,0.60,1,550.47,546.73,2.346,16402,16402,0,100.0,546.73,58.39,82.96,0.00,0,2.13,93.3,139,138.0,138,6,24.00,4.00,3.10,18.00
PT,0.70,17,642.22,635.73,2.149,19072,19072,0,100.0,635.73,60.32,90.98,0.37,26,3.70,92.6,139,174.0,200,12,22.00,1.83,3.10,66.00
VT,0.50,10,458.73,454.53,2.152,13636,13636,0,100.0,454.53,55.79,71.06,0.01,1,0.59,95.9,141,138.0,138,5,17.00,3.40,3.17,12.00
PT,0.75,19,688.09,700.90,2.241,21027,21027,0,100.0,700.90,83.42,249.05,13.88,116,20.27,91.2,139,195.0,300,12,41.00,3.42,3.10,10.00
PT,0.65,5,596.34,592.37,2.269,17771,17771,0,100.0,592.37,58.95,129.42,0.69,32,2.64,95.6,141,166.7,202,11,16.00,1.45,3.13,71.00
PT,0.70,18,642.22,642.10,2.173,19263,19263,0,100.0,642.10,62.98,110.24,0.83,31,5.45,89.0,139,171.4,198,11,39.00,3.55,3.10,52.00
PT,0.80,13,733.96,731.43,2.218,21943,21943,0,100.0,731.43,71.62,163.69,7.60,77,12.52,92.7,138,182.7,261,11,25.00,2.27,3.07,32.00
PT,0.80,14,733.96,733.77,2.229,22013,22013,0,100.0,733.77,73.74,159.28,7.47,68,14.12,97.4,139,185.0,250,10,30.00,3.00,3.07,49.00
PT,0.80,9,733.96,731.73,2.241,21952,21952,0,100.0,731.73,75.08,185.52,9.79,112,15.06,92.3,137,185.7,292,11,39.00,3.55,3.03,32.00
VT,0.50,19,458.73,460.10,2.228,13803,13803,0,100.0,460.10,55.93,72.65,0.01,1,0.66,96.4,141,138.0,138,5,8.00,1.60,3.17,12.00
VT,1.05,3,963.32,960.47,2.777,28814,28814,0,100.0,960.47,5943.20,11123.71,4378.61,7524,5655.90,117.1,169,138.0,138,21,119.00,5.67,4.10,121.00
PT,0.75,14,688.09,688.87,2.232,20666,20666,0,100.0,688.87,61.96,151.75,1.91,68,5.14,99.4,150,175.5,211,20,42.00,2.10,3.47,98.00
PT,1.05,12,963.32,970.33,2.091,29110,29110,0,100.0,970.33,4050.84,8750.01,3324.10,5260,3877.78,105.0,149,3567.0,5446,13,46.00,3.54,3.40,85.00
PT,0.70,8,642.22,646.43,2.163,19393,19393,0,100.0,646.43,61.22,96.68,0.60,24,4.35,98.7,149,170.1,192,8,12.00,1.50,3.43,14.00
PT,0.85,2,779.83,784.27,2.244,23528,23528,0,100.0,784.27,136.69,273.33,55.94,171,64.46,97.4,145,239.8,323,10,23.00,2.30,3.30,22.00
PT,0.50,6,458.73,461.83,1.974,13855,13855,0,100.0,461.83,58.28,79.94,0.01,1,1.75,97.8,143,155.7,167,10,22.00,2.20,3.23,75.00
PT,0.50,15,458.73,455.03,2.049,13651,13651,0,100.0,455.03,56.30,77.06,0.00,0,0.82,94.2,147,152.6,165,15,24.00,1.60,3.37,61.00
VT,0.50,16,458.73,455.13,2.177,13654,13654,0,100.0,455.13,58.04,78.60,0.00,0,1.61,100.4,147,138.0,138,6,22.00,3.67,3.33,80.00
VT,0.95,9,871.58,875.90,2.758,26277,26277,0,100.0,875.90,3536.77,6137.89,2583.92,4689,3050.12,106.3,143,138.0,138,16,102.00,6.38,3.20,73.00
VT,1.05,1,963.32,971.13,2.801,29134,29134,0,100.0,971.13,2369.19,4776.31,2100.47,3048,2247.87,102.2,134,138.0,138,15,56.00,3.73,2.93,85.00
PT,0.80,11,733.96,726.73,2.306,21802,21802,0,100.0,726.73,55.26,67.17,0.18,9,0.55,100.8,147,174.9,188,17,31.00,1.82,3.33,21.00
