Mode,Rho_Target,Rep,Lambda_Target_rps,Lambda_Achieved_rps,InterArrival_CV,Dispatched,Completed,Rejected,Success_Pct,Throughput_rps,Mean_Latency_ms,P99_ms,Nq_Hikari_Mean,Nq_Hikari_Max,Little_Nq_Check,Heap_Mean_MB,Heap_Max_MB,Threads_Mean,Threads_Max,GC_Collections,GC_Pause_Total_ms,GC_Pause_Mean_ms,Alloc_Rate_MB_s,Heap_Delta_MB
PT,0.70,15,527.99,524.27,2.100,15728,15728,0,100.0,524.27,62.42,90.32,0.16,12,0.00,113.8,168,167.2,187,19,40.00,2.11,3.77,98.00
PT,0.85,19,641.13,634.47,2.222,19034,19034,0,100.0,634.47,66.66,116.17,0.90,24,0.24,105.1,150,174.3,209,20,53.00,2.65,3.17,14.00
VT,0.70,11,527.99,525.73,2.381,15772,15772,0,100.0,525.73,60.81,91.74,0.04,3,0.00,110.7,163,138.0,138,15,33.00,2.20,3.60,16.00
VT,0.60,11,452.56,453.40,2.200,13602,13602,0,100.0,453.40,58.65,84.94,0.01,1,0.00,117.6,161,138.0,138,13,24.00,1.85,3.53,12.00
VT,0.50,14,377.14,380.30,2.036,11409,11409,0,100.0,380.30,56.41,70.86,0.00,0,0.00,108.0,164,138.0,138,11,20.00,1.82,3.63,10.00
PT,0.60,10,452.56,456.37,1.977,13691,13691,0,100.0,456.37,63.06,90.66,0.00,0,0.00,111.6,168,163.0,181,14,34.00,2.43,3.77,94.00
VT,0.95,7,716.56,709.70,2.544,21291,21291,0,100.0,709.70,311.47,744.60,168.71,480,174.01,110.3,162,138.0,138,22,78.00,3.55,3.57,15.00
PT,0.75,18,565.70,563.73,2.149,16912,16912,0,100.0,563.73,63.69,93.76,0.12,5,0.00,115.2,168,169.7,186,19,45.00,2.37,3.77,78.00
PT,0.50,20,377.14,379.20,1.882,11376,11376,0,100.0,379.20,59.06,83.65,0.00,0,0.00,110.4,164,154.4,165,10,20.00,2.00,3.63,46.00
PT,0.70,1,527.99,533.67,2.075,16010,16010,0,100.0,533.67,62.38,93.14,0.16,8,0.00,115.7,162,164.3,191,18,36.00,2.00,3.57,88.00
PT,0.70,6,527.99,526.23,2.133,15787,15787,0,100.0,526.23,62.34,92.07,0.08,10,0.00,108.2,150,160.1,178,19,34.00,1.79,3.17,58.00
VT,0.80,20,603.42,608.97,2.454,18269,18269,0,100.0,608.97,64.10,100.39,0.49,16,0.00,116.5,167,138.0,138,17,45.00,2.65,3.73,90.00
VT,0.80,2,603.42,592.47,2.477,17774,17774,0,100.0,592.47,66.75,157.20,1.53,54,0.28,113.2,168,138.0,138,17,50.00,2.94,3.77,42.00
PT,1.05,19,791.98,794.27,2.307,23828,23828,0,100.0,794.27,102.78,347.37,31.18,212,28.98,113.4,164,217.0,400,21,55.00,2.62,3.63,76.00
VT,0.50,20,377.14,383.40,2.064,11502,11502,0,100.0,383.40,60.43,85.50,0.00,0,0.00,111.3,163,138.0,138,11,28.00,2.55,3.60,10.00
VT,0.80,15,603.42,601.87,2.498,18056,18056,0,100.0,601.87,63.80,100.25,0.79,20,0.00,109.4,163,138.0,138,17,50.00,2.94,3.60,80.00
PT,0.80,15,603.42,602.10,2.164,18063,18063,0,100.0,602.10,64.86,103.28,1.01,29,0.00,114.1,167,174.5,228,19,41.00,2.16,3.73,62.00
VT,0.50,13,377.14,380.13,2.040,11404,11404,0,100.0,380.13,57.10,75.40,0.00,0,0.00,112.4,166,138.0,138,11,20.00,1.82,3.70,12.00
PT,0.50,5,377.14,379.27,1.926,11378,11378,0,100.0,379.27,59.34,87.48,0.00,0,0.00,117.9,166,158.2,187,11,26.00,2.36,3.70,4.00
VT,0.70,18,527.99,526.37,2.368,15791,15791,0,100.0,526.37,60.89,91.61,0.14,9,0.00,107.6,163,138.2,139,15,56.00,3.73,3.60,46.00
VT,0.95,10,716.56,717.63,2.607,21529,21529,0,100.0,717.63,216.01,518.98,103.16,290,107.45,104.7,161,138.3,139,22,54.00,2.45,3.53,27.00
PT,0.65,14,490.28,494.53,2.073,14836,14836,0,100.0,494.53,61.86,91.71,0.04,4,0.00,108.2,158,170.7,185,19,42.00,2.21,3.43,14.00
PT,1.05,17,791.98,784.43,2.373,23533,23533,0,100.0,784.43,80.08,180.77,13.44,90,10.82,106.8,161,198.7,258,23,64.00,2.78,3.53,27.00
VT,0.30,2,226.28,221.57,1.555,6647,6647,0,100.0,221.57,56.16,66.93,0.00,0,0.00,110.6,162,138.1,139,6,10.00,1.67,3.57,57.00
PT,0.65,6,490.28,487.10,2.062,14613,14613,0,100.0,487.10,62.32,88.81,0.01,1,0.00,106.2,167,166.3,191,17,34.00,2.00,3.77,93.00
VT,1.05,7,791.98,790.23,2.538,23707,23707,0,100.0,790.23,298.10,812.91,182.49,597,183.18,112.4,163,138.0,138,24,58.00,2.42,3.60,39.00
VT,0.75,15,565.70,561.43,2.322,16843,16843,0,100.0,561.43,63.37,95.47,0.31,12,0.00,113.5,167,138.0,138,16,59.00,3.69,3.73,38.00
PT,0.60,3,452.56,448.57,2.009,13457,13457,0,100.0,448.57,59.50,85.70,0.00,0,0.00,110.6,162,161.8,179,15,34.00,2.27,3.57,96.00
VT,0.80,19,603.42,597.93,2.489,17938,17938,0,100.0,597.93,62.93,98.57,0.32,15,0.00,111.3,161,138.0,138,17,57.00,3.35,3.53,58.00
PT,0.60,4,452.56,446.93,2.032,13408,13408,0,100.0,446.93,57.27,66.30,0.00,0,0.00,108.8,160,160.2,169,13,24.00,1.85,3.50,92.00
VT,0.70,9,527.99,530.83,2.383,15925,15925,0,100.0,530.83,57.50,73.76,0.00,0,0.00,114.9,165,138.0,138,15,34.00,2.27,3.67,38.00
PT,0.30,6,226.28,230.43,1.556,6913,6913,0,100.0,230.43,55.40,58.19,0.00,0,0.00,111.3,165,148.3,159,8,12.00,1.50,3.67,31.00
PT,0.80,4,603.42,602.43,2.101,18073,18073,0,100.0,602.43,66.84,157.06,1.18,53,0.33,99.7,162,175.5,218,19,49.00,2.58,3.57,70.00
PT,0.60,2,452.56,449.20,2.010,13476,13476,0,100.0,449.20,59.40,86.66,0.01,1,0.00,113.4,162,161.2,174,16,30.00,1.88,3.57,102.00
PT,0.95,15,716.56,714.23,2.271,21427,21427,0,100.0,714.23,71.55,173.81,7.08,108,3.75,116.0,167,184.5,254,20,48.00,2.40,3.73,68.00
VT,0.95,12,716.56,708.80,2.658,21264,21264,0,100.0,708.80,201.95,473.92,92.08,285,96.16,113.6,164,138.0,138,22,67.00,3.05,3.63,4.00
PT,0.75,2,565.70,569.57,2.128,17087,17087,0,100.0,569.57,63.72,93.56,0.31,12,0.00,116.2,167,167.5,184,19,47.00,2.47,3.73,80.00
VT,0.95,20,716.56,726.93,2.612,21808,21808,0,100.0,726.93,205.48,688.84,98.68,475,101.18,112.9,164,138.0,138,22,62.00,2.82,3.63,29.00
VT,0.75,16,565.70,571.47,2.448,17144,17144,0,100.0,571.47,64.26,98.30,0.25,10,0.00,109.8,158,138.0,138,16,57.00,3.56,3.43,80.00
VT,0.60,20,452.56,449.43,2.124,13483,13483,0,100.0,449.43,61.88,89.02,0.00,0,0.00,116.7,160,138.0,138,13,35.00,2.69,3.50,4.00
PT,0.65,13,490.28,488.27,2.027,14648,14648,0,100.0,488.27,62.13,89.55,0.01,1,0.00,115.1,168,167.2,199,17,38.00,2.24,3.77,28.00
PT,0.85,14,641.13,641.67,2.190,19250,19250,0,100.0,641.67,74.73,197.06,5.49,85,5.41,111.5,162,182.4,267,19,50.00,2.63,3.57,106.00
PT,0.70,7,527.99,527.93,2.092,15838,15838,0,100.0,527.93,64.50,96.14,0.18,12,0.00,98.7,139,169.9,198,19,41.00,2.16,2.80,52.00
PT,0.70,13,527.99,522.57,2.065,15677,15677,0,100.0,522.57,62.85,97.46,0.14,13,0.00,119.0,168,164.5,196,19,43.00,2.26,3.77,18.00
VT,0.60,8,452.56,444.20,2.172,13326,13326,0,100.0,444.20,60.02,91.07,0.00,0,0.00,118.4,166,138.0,138,13,37.00,2.85,3.70,10.00
PT,0.50,2,377.14,377.30,1.928,11319,11319,0,100.0,377.30,58.48,83.54,0.00,0,0.00,110.3,168,157.0,170,11,19.00,1.73,3.77,59.00
VT,0.65,15,490.28,485.50,2.275,14565,14565,0,100.0,485.50,58.37,83.21,0.00,0,0.00,113.9,165,138.0,138,14,40.00,2.86,3.67,20.00
PT,1.05,3,791.98,789.37,2.308,23681,23681,0,100.0,789.37,80.79,224.64,14.97,128,11.45,114.2,167,195.9,299,22,49.00,2.23,3.73,48.00
PT,0.75,10,565.70,562.43,2.106,16873,16873,0,100.0,562.43,64.48,95.21,0.25,18,0.00,114.1,166,169.3,205,20,42.00,2.10,3.70,72.00
PT,0.70,11,527.99,528.67,2.109,15860,15860,0,100.0,528.67,63.49,91.91,0.16,12,0.00,113.0,169,165.8,205,20,39.00,1.95,3.80,24.00
PT,1.05,11,791.98,797.87,2.197,23936,23936,0,100.0,797.87,89.55,208.78,21.32,121,18.56,108.2,153,203.6,281,21,62.00,2.95,3.27,33.00
VT,0.95,16,716.56,718.07,2.583,21542,21542,0,100.0,718.07,316.00,684.20,176.09,448,179.31,106.7,165,138.0,138,22,76.00,3.45,3.67,55.00
PT,0.30,5,226.28,219.50,1.505,6585,6585,0,100.0,219.50,55.77,66.81,0.00,0,0.00,112.1,168,148.6,154,7,12.00,1.71,3.77,99.00
PT,1.05,1,791.98,791.33,2.309,23740,23740,0,100.0,791.33,99.03,269.92,28.82,181,25.91,111.7,159,210.5,353,21,56.00,2.67,3.47,66.00
PT,0.95,7,716.56,706.53,2.209,21196,21196,0,100.0,706.53,74.81,202.26,7.27,112,6.02,112.3,169,190.8,298,21,60.00,2.86,3.80,72.00
PT,0.50,16,377.14,375.33,1.922,11260,11260,0,100.0,375.33,56.99,78.56,0.00,0,0.00,114.7,166,152.5,162,10,14.00,1.40,3.70,108.00
PT,0.60,12,452.56,456.67,2.142,13700,13700,0,100.0,456.67,56.28,71.57,0.00,0,0.00,119.6,164,155.3,167,14,25.00,1.79,3.63,12.00
VT,0.30,9,226.28,222.47,1.567,6674,6674,0,100.0,222.47,56.13,66.67,0.01,1,0.00,113.0,162,138.0,138,6,8.00,1.33,3.57,59.00
VT,0.85,7,641.13,643.80,2.557,19314,19314,0,100.0,643.80,78.99,242.94,6.61,109,8.17,117.0,165,138.0,138,19,62.00,3.26,3.67,8.00
VT,0.60,1,452.56,448.73,2.203,13462,13462,0,100.0,448.73,58.25,85.77,0.01,2,0.00,119.5,163,138.0,138,13,30.00,2.31,3.60,12.00
PT,0.70,17,527.99,527.73,2.128,15832,15832,0,100.0,527.73,61.87,99.04,0.25,12,0.00,110.8,168,168.6,194,18,38.00,2.11,3.77,68.00
VT,0.50,10,377.14,374.93,2.022,11248,11248,0,100.0,374.93,57.43,77.71,0.00,0,0.00,114.5,166,138.0,138,10,19.00,1.90,3.70,105.00
PT,0.75,19,565.70,573.67,2.053,17210,17210,0,100.0,573.67,63.44,105.33,0.31,17,0.00,105.8,157,169.4,190,19,44.00,2.32,3.40,108.00
PT,0.65,5,490.28,496.63,2.112,14899,14899,0,100.0,496.63,93.11,563.38,13.28,330,13.32,110.8,168,189.2,516,18,34.00,1.89,3.77,15.00
PT,0.70,18,527.99,524.80,2.082,15744,15744,0,100.0,524.80,62.17,89.73,0.12,9,0.00,114.9,168,166.1,180,18,41.00,2.28,3.77,32.00
PT,0.80,13,603.42,596.90,2.140,17907,17907,0,100.0,596.90,64.97,104.76,0.75,19,0.00,112.2,159,173.8,195,19,52.00,2.74,3.50,54.00
PT,0.80,14,603.42,609.87,2.166,18296,18296,0,100.0,609.87,65.46,103.61,0.34,13,0.00,102.4,167,173.2,196,19,44.00,2.32,3.73,87.00
PT,0.80,9,603.42,596.73,2.174,17902,17902,0,100.0,596.73,65.29,106.78,0.59,22,0.00,116.0,169,168.8,194,18,46.00,2.56,3.80,106.00
VT,0.50,19,377.14,373.87,2.039,11216,11216,0,100.0,373.87,59.11,86.92,0.00,0,0.00,109.3,162,138.0,138,10,16.00,1.60,3.57,106.00
VT,1.05,3,791.98,794.00,2.674,23820,23820,0,100.0,794.00,321.63,599.79,201.53,428,202.74,109.1,164,138.0,138,24,79.00,3.29,3.63,53.00
PT,0.75,14,565.70,567.63,2.135,17029,17029,0,100.0,567.63,67.69,147.54,1.68,52,0.80,118.6,169,176.9,217,19,52.00,2.74,3.80,94.00
PT,1.05,12,791.98,787.00,2.256,23610,23610,0,100.0,787.00,80.50,164.33,13.50,77,11.19,111.8,163,197.2,245,23,62.00,2.70,3.60,4.00
PT,0.70,8,527.99,524.70,2.101,15741,15741,0,100.0,524.70,64.62,99.47,0.25,20,0.00,119.3,168,168.1,209,19,36.00,1.89,3.77,96.00
PT,0.85,2,641.13,643.10,2.177,19293,19293,0,100.0,643.10,69.00,153.07,3.08,53,1.75,107.5,168,178.5,234,20,57.00,2.85,3.77,70.00
PT,0.50,6,377.14,377.17,1.924,11315,11315,0,100.0,377.17,57.12,78.49,0.00,0,0.00,105.7,168,150.9,159,10,16.00,1.60,3.77,27.00
PT,0.50,15,377.14,382.90,1.877,11487,11487,0,100.0,382.90,57.51,83.68,0.00,0,0.00,109.6,166,149.5,167,11,23.00,2.09,3.70,4.00
VT,0.50,16,377.14,370.87,2.041,11126,11126,0,100.0,370.87,57.05,74.61,0.00,0,0.00,109.9,164,138.0,138,10,20.00,2.00,3.63,90.00
VT,0.95,9,716.56,718.23,2.614,21547,21547,0,100.0,718.23,104.05,270.41,25.64,147,27.12,110.7,163,138.0,138,21,80.00,3.81,3.60,67.00
VT,1.05,1,791.98,800.60,2.661,24018,24018,0,100.0,800.60,231.34,619.19,131.51,460,132.14,103.1,152,138.0,138,24,70.00,2.92,3.23,68.00
PT,0.80,11,603.42,605.47,2.170,18164,18164,0,100.0,605.47,68.80,168.98,2.27,66,1.52,106.4,168,178.0,253,20,44.00,2.20,3.77,16.00
