Mode,Rho_Target,Rep,Lambda_Target_rps,Lambda_Achieved_rps,InterArrival_CV,Dispatched,Completed,Rejected,Success_Pct,Throughput_rps,Mean_Latency_ms,P99_ms,Nq_Semaphore_Mean,Nq_Semaphore_Max,Little_Nq_Check,Heap_Mean_MB,Heap_Max_MB,Threads_Mean,Threads_Max,GC_Collections,GC_Pause_Total_ms,GC_Pause_Mean_ms,Alloc_Rate_MB_s,Heap_Delta_MB
VT,0.95,7,768.98,765.27,2.696,22958,22958,0,100.0,765.27,115.08,271.39,39.45,163,40.80,126.0,174,133.0,133,29,256,8.83,4.00,44.00
PT,0.75,18,607.09,604.23,2.039,18127,18127,0,100.0,604.23,62.59,79.65,0.58,24,0.49,131.2,196,173.3,184,18,126,7.00,4.73,144.00
PT,0.50,20,404.73,400.20,1.713,12006,12006,0,100.0,400.20,60.58,74.78,0.00,0,0.00,117.1,176,156.9,169,16,111,6.94,4.07,47.00
PT,0.70,1,566.62,564.27,1.939,16928,16928,0,100.0,564.27,62.71,79.81,0.04,3,0.53,114.3,175,170.2,186,20,153,7.65,4.03,76.00
PT,0.70,6,566.62,567.40,1.965,17022,17022,0,100.0,567.40,62.86,80.29,0.16,8,0.62,116.9,171,166.9,180,20,161,8.05,3.90,119.00
VT,0.80,20,647.57,639.70,2.414,19191,19191,0,100.0,639.70,63.55,83.41,0.35,13,1.14,120.9,173,133.0,133,23,184,8.00,3.97,95.00
VT,0.80,2,647.57,654.07,2.449,19622,19622,0,100.0,654.07,64.23,84.58,0.57,15,1.61,117.2,174,133.0,133,24,219,9.13,4.00,43.00
PT,1.05,19,849.93,852.97,2.157,25589,25589,0,100.0,852.97,1977.96,3618.27,1472.92,2699,1634.45,134.1,206,1680.4,2843,29,284,9.79,5.07,132.00
VT,0.50,20,404.73,403.30,2.002,12099,12099,0,100.0,403.30,62.52,71.31,0.00,0,0.30,127.3,191,133.0,133,14,87,6.21,4.57,99.00
VT,0.80,15,647.57,643.43,2.416,19303,19303,0,100.0,643.43,63.92,83.23,0.23,10,1.38,118.8,176,133.0,133,25,217,8.68,4.07,104.00
PT,0.80,15,647.57,643.70,2.090,19311,19311,0,100.0,643.70,63.88,89.13,1.04,18,1.36,113.9,175,178.0,196,23,174,7.57,4.03,96.00
VT,0.50,13,404.73,403.77,2.022,12113,12113,0,100.0,403.77,62.86,71.70,0.00,0,0.44,116.3,171,133.0,133,14,98,7.00,3.90,77.00
PT,0.50,5,404.73,402.93,1.703,12088,12088,0,100.0,402.93,60.26,74.54,0.00,0,0.00,119.9,176,157.8,167,14,96,6.86,4.07,111.00
VT,0.70,18,566.62,564.00,2.340,16920,16920,0,100.0,564.00,63.05,76.98,0.03,3,0.72,113.3,165,133.0,133,20,184,9.20,3.70,84.00
VT,0.95,10,768.98,775.50,2.677,23265,23265,0,100.0,775.50,84.76,162.57,17.77,82,17.83,116.8,168,133.0,133,29,244,8.41,3.80,65.00
PT,0.65,14,526.15,534.60,1.895,16038,16038,0,100.0,534.60,61.55,77.08,0.07,7,0.00,127.3,165,168.3,182,19,145,7.63,3.70,88.00
PT,1.05,17,849.93,841.23,2.065,25237,25237,0,100.0,841.23,1806.77,3087.85,1353.37,2321,1467.95,122.2,200,1570.6,2496,30,298,9.93,4.87,54.00
VT,0.30,2,242.84,242.53,1.611,7276,7276,0,100.0,242.53,63.69,68.68,0.00,0,0.47,118.7,176,135.4,136,10,59,5.90,4.07,53.00
PT,0.65,6,526.15,528.90,1.897,15867,15867,0,100.0,528.90,61.49,76.84,0.00,0,0.00,107.3,143,166.5,182,19,145,7.63,2.97,65.00
VT,1.05,7,849.93,853.50,2.827,25605,25605,0,100.0,853.50,1513.96,2429.61,1165.79,1871,1239.44,125.1,173,133.0,133,35,263,7.51,3.97,102.00
VT,0.75,15,607.09,611.17,2.302,18335,18335,0,100.0,611.17,62.36,80.04,0.16,9,0.36,121.2,196,133.0,133,18,154,8.56,4.73,112.00
PT,0.60,3,485.67,480.30,1.890,14409,14409,0,100.0,480.30,61.48,76.31,0.03,2,0.00,119.9,178,164.8,178,19,136,7.16,4.13,45.00
VT,0.80,19,647.57,655.07,2.337,19652,19652,0,100.0,655.07,63.10,82.93,0.41,16,0.87,119.7,169,133.0,133,24,227,9.46,3.83,30.00
PT,0.60,4,485.67,485.57,1.861,14567,14567,0,100.0,485.57,62.02,77.16,0.01,2,0.12,120.6,171,163.8,185,18,163,9.06,3.90,23.00
VT,0.70,9,566.62,571.97,2.224,17159,17159,0,100.0,571.97,62.14,78.19,0.05,6,0.21,117.1,172,133.0,133,20,170,8.50,3.93,96.00
PT,0.30,6,242.84,243.50,1.499,7305,7305,0,100.0,243.50,61.27,69.75,0.00,0,0.00,120.0,173,148.3,163,9,59,6.56,3.97,4.00
PT,0.80,4,647.57,651.83,2.039,19555,19555,0,100.0,651.83,63.96,94.24,1.22,23,1.43,117.3,167,176.2,199,23,166,7.22,3.80,103.00
PT,0.60,2,485.67,484.87,1.851,14546,14546,0,100.0,484.87,61.66,76.79,0.00,0,0.00,118.5,175,164.5,180,17,127,7.47,4.03,80.00
PT,0.95,15,768.98,754.37,2.277,22631,22631,0,100.0,754.37,88.31,195.87,18.82,114,20.02,116.9,174,205.2,297,29,232,8.00,4.00,59.00
VT,0.95,12,768.98,764.23,2.630,22927,22927,0,100.0,764.23,81.59,168.52,14.14,93,15.15,131.3,195,133.0,133,23,217,9.43,4.70,33.00
PT,0.75,2,607.09,605.13,2.026,18154,18154,0,100.0,605.13,63.80,94.69,0.72,34,1.23,121.2,175,173.1,217,23,168,7.30,4.03,82.00
VT,0.95,20,768.98,768.50,2.696,23055,23055,0,100.0,768.50,82.04,146.46,14.87,70,15.57,127.0,175,133.0,133,29,256,8.83,4.03,45.00
VT,0.75,16,607.09,600.77,2.327,18023,18023,0,100.0,600.77,63.05,80.23,0.12,6,0.77,115.5,170,133.0,133,22,200,9.09,3.87,55.00
VT,0.60,20,485.67,480.63,2.163,14419,14419,0,100.0,480.63,62.35,73.09,0.00,0,0.28,116.0,168,133.0,133,17,105,6.18,3.80,58.00
PT,0.65,13,526.15,532.97,1.927,15989,15989,0,100.0,532.97,62.01,78.72,0.10,9,0.13,122.9,165,168.3,182,19,154,8.11,3.70,83.00
PT,0.85,14,688.04,689.17,2.164,20675,20675,0,100.0,689.17,67.91,181.57,4.34,98,4.23,117.4,173,181.9,230,25,147,5.88,3.97,63.00
PT,0.70,7,566.62,568.07,1.953,17042,17042,0,100.0,568.07,62.39,78.44,0.13,9,0.35,118.7,173,171.1,192,21,154,7.33,3.97,24.00
PT,0.70,13,566.62,575.33,1.940,17260,17260,0,100.0,575.33,62.58,80.95,0.10,10,0.46,115.2,173,170.6,185,21,174,8.29,3.97,23.00
VT,0.60,8,485.67,482.23,2.088,14467,14467,0,100.0,482.23,61.34,73.82,0.00,0,0.00,117.9,174,133.0,133,17,136,8.00,4.00,83.00
PT,0.50,2,404.73,406.43,1.738,12193,12193,0,100.0,406.43,60.67,74.54,0.00,0,0.00,119.9,174,158.0,176,15,112,7.47,4.00,9.00
VT,0.65,15,526.15,528.10,2.181,15843,15843,0,100.0,528.10,61.90,75.77,0.01,1,0.07,101.8,139,133.0,133,19,174,9.16,2.83,54.00
PT,1.05,3,849.93,848.47,2.128,25454,25454,0,100.0,848.47,1989.84,3202.44,1509.24,2420,1635.90,125.3,194,1710.0,2578,29,280,9.66,4.67,141.00
PT,0.75,10,607.09,607.27,2.040,18218,18218,0,100.0,607.27,63.40,86.96,0.61,16,0.99,116.4,174,174.5,189,22,186,8.45,4.00,130.00
PT,0.70,11,566.62,565.47,1.967,16964,16964,0,100.0,565.47,62.36,80.31,0.11,8,0.34,117.2,176,170.8,183,20,171,8.55,4.07,74.00
PT,1.05,11,849.93,854.77,2.087,25643,25643,0,100.0,854.77,2271.49,3931.15,1698.12,2936,1888.79,125.1,185,1907.7,3089,30,277,9.23,4.37,123.00
VT,0.95,16,768.98,761.97,2.698,22859,22859,0,100.0,761.97,78.55,131.06,11.79,57,12.78,127.4,183,133.0,133,28,227,8.11,4.30,127.00
PT,0.30,5,242.84,243.47,1.475,7304,7304,0,100.0,243.47,60.95,70.45,0.00,0,0.00,115.5,173,148.2,155,9,61,6.78,3.97,20.00
PT,1.05,1,849.93,849.83,2.157,25495,25495,0,100.0,849.83,1890.45,3496.32,1403.26,2618,1554.08,124.3,176,1611.3,2801,32,294,9.19,4.07,48.00
PT,0.95,7,768.98,768.87,2.246,23066,23066,0,100.0,768.87,92.49,169.63,23.77,92,23.62,122.4,186,207.8,268,28,206,7.36,4.40,122.00
PT,0.50,16,404.73,409.60,1.729,12288,12288,0,100.0,409.60,60.74,75.15,0.00,0,0.00,125.2,176,158.0,169,14,100,7.14,4.03,118.00
PT,0.60,12,485.67,490.60,2.040,14718,14718,0,100.0,490.60,71.36,312.07,5.21,229,4.70,122.6,173,175.9,437,18,109,6.06,3.97,13.00
VT,0.30,9,242.84,248.53,1.746,7456,7456,0,100.0,248.53,64.50,153.08,0.18,27,0.68,118.9,175,133.0,133,8,31,3.88,4.03,112.00
VT,0.85,7,688.04,691.03,2.806,20731,20731,0,100.0,691.03,94.50,241.21,17.10,110,22.62,124.9,176,133.0,133,25,187,7.48,4.10,84.00
VT,0.60,1,485.67,476.50,4.927,14295,14295,0,100.0,476.50,257.15,3068.08,49.43,482,93.10,118.0,172,133.0,133,17,93,5.47,3.93,111.00
PT,0.70,17,566.62,561.83,2.190,16855,16855,0,100.0,561.83,68.05,116.21,0.61,16,3.53,116.4,176,170.4,189,20,172,8.60,4.07,90.00
VT,0.50,10,404.73,407.30,2.129,12219,12219,0,100.0,407.30,66.22,87.15,0.00,0,1.81,116.7,171,133.0,133,14,89,6.36,3.90,76.00
PT,0.75,19,607.09,615.73,2.242,18472,18472,0,100.0,615.73,68.81,132.62,2.18,40,4.33,115.4,175,178.6,219,22,132,6.00,4.03,116.00
PT,0.65,5,526.15,529.20,2.032,15876,15876,0,100.0,529.20,66.35,95.37,0.36,11,2.42,108.7,165,169.9,194,19,152,8.00,3.70,42.00
PT,0.70,18,566.62,568.30,2.171,17049,17049,0,100.0,568.30,68.18,147.85,0.88,52,3.64,119.8,176,171.6,186,21,164,7.81,4.07,23.00
PT,0.80,13,647.57,641.83,2.337,19255,19255,0,100.0,641.83,117.95,368.62,29.85,199,36.06,122.9,172,208.3,385,24,184,7.67,3.93,49.00
PT,0.80,14,647.57,647.33,2.295,19420,19420,0,100.0,647.33,82.97,161.62,8.96,64,13.72,111.5,173,190.4,223,24,180,7.50,3.97,48.00
PT,0.80,9,647.57,643.33,2.375,19300,19300,0,100.0,643.33,90.66,195.07,13.87,92,18.59,120.6,174,197.8,268,24,202,8.42,4.00,38.00
VT,0.50,19,404.73,403.90,2.222,12117,12117,0,100.0,403.90,66.41,83.79,0.00,0,1.87,125.4,175,133.6,135,14,121,8.64,4.03,84.00
VT,1.05,3,849.93,847.87,3.004,25436,25436,0,100.0,847.87,5270.34,8139.32,3658.63,5707,4416.17,131.2,197,133.0,133,41,338,8.24,4.77,91.00
PT,0.75,14,607.09,613.93,2.241,18418,18418,0,100.0,613.93,80.20,181.08,6.03,73,11.31,126.0,181,185.3,260,24,160,6.67,4.23,12.00
PT,1.05,12,849.93,857.03,2.568,25711,25711,0,100.0,857.03,6094.20,8338.03,4338.01,6599,5170.00,121.3,174,4527.5,6718,30,284,9.47,4.00,145.00
PT,0.70,8,566.62,573.20,2.297,17196,17196,0,100.0,573.20,63.71,134.62,1.08,64,1.11,126.2,180,169.1,185,22,103,4.68,4.20,71.00
PT,0.85,2,688.04,687.97,2.474,20639,20639,0,100.0,687.97,914.82,1341.03,566.49,841,586.87,115.2,173,761.0,1025,25,241,9.64,3.97,97.00
PT,0.50,6,404.73,403.30,1.871,12099,12099,0,100.0,403.30,64.90,84.74,0.00,0,1.26,118.0,176,159.8,173,14,109,7.79,4.07,103.00
PT,0.50,15,404.73,406.30,1.874,12189,12189,0,100.0,406.30,64.79,84.48,0.00,0,1.23,113.6,170,160.6,169,14,124,8.86,3.87,113.00
VT,0.50,16,404.73,404.63,2.193,12139,12139,0,100.0,404.63,66.44,86.62,0.00,0,1.89,119.0,176,133.0,133,14,117,8.36,4.07,81.00
VT,0.95,9,768.98,767.97,2.902,23039,23039,0,100.0,767.97,1199.98,1666.86,870.74,1182,874.11,116.8,166,133.0,133,30,265,8.83,3.73,19.00
VT,1.05,1,849.93,848.70,2.941,25461,25461,0,100.0,848.70,1783.58,2797.48,1368.50,2151,1461.30,138.3,203,133.0,133,28,273,9.75,4.97,35.00
PT,0.80,11,647.57,646.83,2.022,19405,19405,0,100.0,646.83,63.76,91.52,0.61,13,1.29,124.0,177,176.4,194,25,160,6.40,4.10,29.00
